_module,_source_file,VALUE,QUANTITY,DETAILS
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,100k,17,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,220k*,1,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,RL,1,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,Rd,8,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,TL072 or TL082,5,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,PT2399 or CD2399,9,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,LM78L05 smd 8 pin regulator,9,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,LL4148,1,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,BC857,1,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,Schottky or power rectifier with at least 1A rating,2,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,3.5MM SOCKET,12,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,5V1 Zener,18,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,10 pin header,3,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,3,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,100k pot,3,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,vactrol,1,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,100nF,8,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,10uF,2,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,RL,7,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,1k,1,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,2k2,12,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,10k,16,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,18k,1,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,51k,1,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,100k,19,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,200k,1,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,390k,1,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,2M2,6,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,TL074 or TL084,2,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,MC14175,1,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,MC14008,1,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,CD4063,1,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,BC847,6,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,LL4148,7,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,3mm LED,7,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,3.5MM SOCKET,13,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,toggle switch on-on,4,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,toggle switch (on)-off-(on),1,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,10 pin header,3,
Snake Joke,SNAKE+JOKE+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,3,
Splish,SPLISH+Build+and+BOM.pdf,10uF,2,
Splish,SPLISH+Build+and+BOM.pdf,1k,8,
Splish,SPLISH+Build+and+BOM.pdf,100k,23,
Splish,SPLISH+Build+and+BOM.pdf,RL,3,
Splish,SPLISH+Build+and+BOM.pdf,LED,3,
Splish,SPLISH+Build+and+BOM.pdf,LL4148,8,
Splish,SPLISH+Build+and+BOM.pdf,TL072 or TL082,2,
Splish,SPLISH+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Splish,SPLISH+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
Splish,SPLISH+Build+and+BOM.pdf,3.5MM SOCKET,11,
Splish,SPLISH+Build+and+BOM.pdf,3 Pin 2.54mm Single Row Pin Header Strip,5,
Splish,SPLISH+Build+and+BOM.pdf,3 Pin 2.54mm Single Row Female Pin Header,5,
Stochaos,STOCHAOS+Build+and+BOM.pdf,100p,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,560p,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,1n,3,
Stochaos,STOCHAOS+Build+and+BOM.pdf,4n7,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,10n,2,
Stochaos,STOCHAOS+Build+and+BOM.pdf,100n,8,
Stochaos,STOCHAOS+Build+and+BOM.pdf,10uF,4,
Stochaos,STOCHAOS+Build+and+BOM.pdf,1k,8,
Stochaos,STOCHAOS+Build+and+BOM.pdf,2k2,18,
Stochaos,STOCHAOS+Build+and+BOM.pdf,4k7,2,
Stochaos,STOCHAOS+Build+and+BOM.pdf,10k,16,
Stochaos,STOCHAOS+Build+and+BOM.pdf,22k,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,33k,2,
Stochaos,STOCHAOS+Build+and+BOM.pdf,100k,27,
Stochaos,STOCHAOS+Build+and+BOM.pdf,200k,3,
Stochaos,STOCHAOS+Build+and+BOM.pdf,220k,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,300k,2,
Stochaos,STOCHAOS+Build+and+BOM.pdf,1M,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,1M-10M?,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,RL,9,
Stochaos,STOCHAOS+Build+and+BOM.pdf,TL072 or TL082,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,TL074 or TL084,3,
Stochaos,STOCHAOS+Build+and+BOM.pdf,CD4070 or HEF4070,2,
Stochaos,STOCHAOS+Build+and+BOM.pdf,CD4028 or HEF4028,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,CD40175,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,CD4040 or MC14040,2,
Stochaos,STOCHAOS+Build+and+BOM.pdf,3mm or 5mm LED,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,LL4148,7,
Stochaos,STOCHAOS+Build+and+BOM.pdf,BC847,11,
Stochaos,STOCHAOS+Build+and+BOM.pdf,3mm LEDs,8,
Stochaos,STOCHAOS+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
Stochaos,STOCHAOS+Build+and+BOM.pdf,3.5MM SOCKET,17,
Stochaos,STOCHAOS+Build+and+BOM.pdf,on-off-on toggle switch,1,
Stochaos,STOCHAOS+Build+and+BOM.pdf,10 pin header,4,
Stochaos,STOCHAOS+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,4,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,C1 100n-220n,2,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,C2 10u,4,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,C3 1u,2,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,100n,1,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,10u,2,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,47R,2,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,100R,1,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,1k,2,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,2k2,6,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,RL,1,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,10k,1,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,22k,3,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,100k,4,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,150k,3,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,220k,1,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,LED,1,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,TL072 or TL082,1,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,BC847,6,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,LL4148,1,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier",2,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,3.5MM mono SOCKET,2,
Sandy Freckle,Sandy+Freckle+Build+and+BOM.pdf,1M pot,3,
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,BC547 (marked “n” on PCB),2.0,npn
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,BC557 (marked “p” on PCB),1.0,pnp
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,J108 (marked “gsd” on PCB),2.0,FET J112 works too
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,TL074,4.0,SMT SOIC - 0.050 pitch - 14 pin
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,dual Vactrol,1.0,"VTL 5C2/2, 5C3/2 maybe the slower 2/2 is best. I used some NOS Silonex which are very slow."
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,single Vactrol,1.0,Silonex NSL32 or Macron or Vactrol
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,10 pin euro power connector,1.0,
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,100k pots,2.0,see notes
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,Kobiconn sockets,7.0,see notes
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,LEDs,2.0,Select RL resistors to suit LED brightness
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,10uF electro caps,4.0,2mm lead spacing
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,decoupling caps 47nF-100nF,7.0,"value not marked on PCB, 2.5mm lead spacing"
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,10uF BP electro,1.0,"non-polarised, 2.5mm lead spacing"
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,4.7uF electro,1.0,2.5mm lead spacing
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,1nF (102),4.0,4.5mm lead spacing
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,10nF (103),2.0,4.5mm lead spacing
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,100nF (104),2.0,4.5mm lead spacing
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,150nF (154),1.0,"poly....use a good one,"
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,1uF (105),3.0,4.5mm lead spacing
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,22nF (223),1.0,4.5mm lead spacing
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,10R,2.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,220R,3.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,1k5,1.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,2k2,3.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,5k6,1.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,6k8,2.0,"thru-hole, see notes"
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,8k2,1.0,"thru-hole, see notes"
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,10k,4.0,"thru-hole, see notes"
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,12k,1.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,15k,4.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,27k,1.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,33k,2.0,"thru-hole, see notes"
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,39k,1.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,47k,1.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,51k,2.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,68k,4.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,82k,1.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,100k,1.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,150k,1.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,220k,1.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,330k,1.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,470k,2.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,1M,4.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,10M,5.0,thru-hole
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,RL resistors,2.0,"select to suit LED brightness, thru-hole"
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,1k (marked “1”),4.0,1206 or 0805
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,10k (marked “d”),10.0,1206 or 0805
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,100k (marked “c”),7.0,1206 or 0805
Sauce of Unce,Sauce+of+Unce+build+notes.pdf,3V9 zener diode,1.0,thru-hole
Segue,Segue+build+BOM.pdf,47R (1206 or 0805),1,10 pin power connector
Segue,Segue+build+BOM.pdf,1k (1206 or 0805),3,10uF (2.5mm lead spacing)
Segue,Segue+build+BOM.pdf,4k7 (1206 or 0805),2,LED
Segue,Segue+build+BOM.pdf,22k (1206 or 0805),4,single vactrol
Segue,Segue+build+BOM.pdf,33k (1206 or 0805),3,100k trimpot
Segue,Segue+build+BOM.pdf,47k (1206 or 0805),2,100kB pots
Segue,Segue+build+BOM.pdf,56k (1206 or 0805),1,kobiconn style sockets
Segue,Segue+build+BOM.pdf,100k (1206 or 0805),6,TL074
Segue,Segue+build+BOM.pdf,180k (1206 or 0805),1,BC547
Segue,Segue+build+BOM.pdf,10R (thru-hole),2,
Squid Axon,Squid+Axon+build+and+BOM.pdf,100kB pot,2,
Squid Axon,Squid+Axon+build+and+BOM.pdf,3.5mm kobiconn style socket,8,
Squid Axon,Squid+Axon+build+and+BOM.pdf,10 pin eurorack power connector,1,
Squid Axon,Squid+Axon+build+and+BOM.pdf,4017,1,
Squid Axon,Squid+Axon+build+and+BOM.pdf,DG411,1,
Squid Axon,Squid+Axon+build+and+BOM.pdf,TL074,1,
Squid Axon,Squid+Axon+build+and+BOM.pdf,TL072,2,
Squid Axon,Squid+Axon+build+and+BOM.pdf,BC847,4,
Squid Axon,Squid+Axon+build+and+BOM.pdf,1N4148,3,
Squid Axon,Squid+Axon+build+and+BOM.pdf,10nF (103),8,
Squid Axon,Squid+Axon+build+and+BOM.pdf,100nF (104),4,
Squid Axon,Squid+Axon+build+and+BOM.pdf,10Ω,2,
Squid Axon,Squid+Axon+build+and+BOM.pdf,1k (1),4,
Squid Axon,Squid+Axon+build+and+BOM.pdf,10k (d),7,
Squid Axon,Squid+Axon+build+and+BOM.pdf,100k (c),17,
Squid Axon,Squid+Axon+build+and+BOM.pdf,120k,1,
Squid Axon,Squid+Axon+build+and+BOM.pdf,470k,1,
Stooges,Stooges+Build+and+BOM.pdf,C1,3,
Stooges,Stooges+Build+and+BOM.pdf,C2,3,
Stooges,Stooges+Build+and+BOM.pdf,C3,3,
Stooges,Stooges+Build+and+BOM.pdf,100nF,2,
Stooges,Stooges+Build+and+BOM.pdf,10uF,2,
Stooges,Stooges+Build+and+BOM.pdf,R?,3,
Stooges,Stooges+Build+and+BOM.pdf,1k,9,
Stooges,Stooges+Build+and+BOM.pdf,10k,3,
Stooges,Stooges+Build+and+BOM.pdf,47k,18,
Stooges,Stooges+Build+and+BOM.pdf,330k,3,
Stooges,Stooges+Build+and+BOM.pdf,TL072 or TL082,6,
Stooges,Stooges+Build+and+BOM.pdf,LED,3,
Stooges,Stooges+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Stooges,Stooges+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
Stooges,Stooges+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,12,
Stooges,Stooges+Build+and+BOM.pdf,100k pot,6,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,33pF,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,47pF,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,330pF,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,390pF,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,470pF,4,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,1n,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,2n2,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,100n,11,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,1u,3,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,2u2,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,3u3,3,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,4u7,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,10uF,6,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,RL,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,100R,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,1k,3,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,4k7,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,10k,3,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,15k,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,22k,5,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,33k,5,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,39k,5,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,43k,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,47k,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,49k9,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,56k,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,62k,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,82k,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,91k,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,100k,13,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,120k,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,150k,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,270k,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,1M,3,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,TL072 or TL082,5,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,LL4148,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,SSI2100 BBD,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,LM78L05 regulator,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,SA571DR2G compandor,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,4013 dual D flipflop,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,BC847,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,LTC6990CS6#TRMPBF,2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,Bi-color LED Red/Green 5mm Common Cathode,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R (worst option)",2,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,3.5MM SOCKET,5,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,100k pot,7,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,mini toggle SPDT on-on switch,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,40 Pin 2.54mm Single Row Pin Header Strip,1,
THE SHAVER MYSTERY,THE+SHAVER+MYSTERY+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,3,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,15pF,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,560pF,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,3n3,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,6n8,6,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,10n,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,100n,6,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,10uF,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,220R,4,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,470R,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,1k,3,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,1k tempco,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,13k,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,22k,1,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,47k,5,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,56k,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,68k,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,91k,1,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,100k,18,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,200k,4,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,220k,1,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,1M,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,LL4148 diode,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,BCM847DS,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,TL072 or TL082,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,TL074 or TL084,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,SSI2144,2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R (worst option)",2,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,8,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,100k pot,6,
Tin Teardrop VCF,TIN+TEARDROP+VCF+Build+and+BOM.pdf,20k trimpot,1,
Tinkle,TINKLE+Build+and+BOM.pdf,C1,3,
Tinkle,TINKLE+Build+and+BOM.pdf,C2,3,
Tinkle,TINKLE+Build+and+BOM.pdf,C3,3,
Tinkle,TINKLE+Build+and+BOM.pdf,C4,3,
Tinkle,TINKLE+Build+and+BOM.pdf,1n,4,
Tinkle,TINKLE+Build+and+BOM.pdf,100n,5,
Tinkle,TINKLE+Build+and+BOM.pdf,10uF,2,
Tinkle,TINKLE+Build+and+BOM.pdf,1k,7,
Tinkle,TINKLE+Build+and+BOM.pdf,10k,12,
Tinkle,TINKLE+Build+and+BOM.pdf,22k,1,
Tinkle,TINKLE+Build+and+BOM.pdf,33k INSTALL 10K,0,
Tinkle,TINKLE+Build+and+BOM.pdf,47k,1,
Tinkle,TINKLE+Build+and+BOM.pdf,100k,13,
Tinkle,TINKLE+Build+and+BOM.pdf,120k (marked ‘R’ on PCB),12,
Tinkle,TINKLE+Build+and+BOM.pdf,1M,4,
Tinkle,TINKLE+Build+and+BOM.pdf,R1,1,
Tinkle,TINKLE+Build+and+BOM.pdf,R2,1,
Tinkle,TINKLE+Build+and+BOM.pdf,R3,1,
Tinkle,TINKLE+Build+and+BOM.pdf,R4,1,
Tinkle,TINKLE+Build+and+BOM.pdf,TL072 or TL082,4,
Tinkle,TINKLE+Build+and+BOM.pdf,LM3900,1,
Tinkle,TINKLE+Build+and+BOM.pdf,LL4148,6,
Tinkle,TINKLE+Build+and+BOM.pdf,5V1 zeners,2,
Tinkle,TINKLE+Build+and+BOM.pdf,100k pot,1,
Tinkle,TINKLE+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Tinkle,TINKLE+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
Tinkle,TINKLE+Build+and+BOM.pdf,3.5MM SOCKET,10,
Tinkle,TINKLE+Build+and+BOM.pdf,3 pin header,5,
Tinkle,TINKLE+Build+and+BOM.pdf,3 Pin 2.54mm Single Row Female Pin Header,5,
TRANSIENT SIM,TRANSIENT+SIM+Build+and+BOM.pdf,10n,2,
TRANSIENT SIM,TRANSIENT+SIM+Build+and+BOM.pdf,100n,4,
TRANSIENT SIM,TRANSIENT+SIM+Build+and+BOM.pdf,1u,2,
TRANSIENT SIM,TRANSIENT+SIM+Build+and+BOM.pdf,10uF,2,
TRANSIENT SIM,TRANSIENT+SIM+Build+and+BOM.pdf,1k,3,
TRANSIENT SIM,TRANSIENT+SIM+Build+and+BOM.pdf,10k,2,
TRANSIENT SIM,TRANSIENT+SIM+Build+and+BOM.pdf,20k,4,
TRANSIENT SIM,TRANSIENT+SIM+Build+and+BOM.pdf,33k,2,
